Gene1,Gene2
PSMA3,OAZ3
PSMA3,UBE2E1
PSMA3,RELA
PSMA3,TNKS
PSMA3,TNKS2
PSMA3,PTTG1
PSMA3,SMURF2
PSMA3,WWP1
PSMA3,PTEN
PSMA3,RNF146
PSMA3,ODC1
PSMA3,RUNX3
PSMA3,ZSWIM8
PSMA3,TNFSF14
PSMA3,TNFSF13B
PSMA3,TNFSF12
PSMA3,TNFRSF11A
PSMA3,REL
PSMA3,VHL
PSMA3,TNFRSF1B
PSMA3,PRICKLE1
PSMA3,TNFRSF13C
PSMA3,RELB
PSMA3,TNFRSF12A
PPP2CA,STK3
PPP2CA,YWHAQ
PPP2CA,RAF1
PPP2CA,YWHAZ
PPP2CA,SMG7
PPP2CA,YWHAG
PPP2CA,YWHAH
PPP2CA,YWHAE
PPP2CA,RB1
PPP2CA,SFN
PPP2CA,SMG6
PPP2CA,EIF4G1
PPP2CA,BANF1
POT1,TEN1
YES1,TRPV6
SRC,STAT3
SRC,VEGFA
SRC,SH2D2A
SRC,TRIP6
SRC,TIAM1
SRC,VTN
SRC,RET
SRC,SYK
SRC,SPTAN1
SRC,VCAM1
SRC,VAV2
SRC,DOK6
SRC,VWF
SRC,TDGF1
SRC,UNC5C
SRC,FUNDC1
SRC,TRPV6
SRC,TNC
RB1,TFDP1
RB1,TP53
RB1,HMGA2
RB1,SP1
RB1,RUNX2
RB1,SIRT1
RB1,SPI1
RB1,SP3
RB1,ASF1A
RB1,YAP1
RB1,ZNF521
RB1,NFYA
RB1,UBN1
RB1,HIRA
RB1,NFYB
RB1,CABIN1
ANGPT2,MAPK14
ANGPT2,PIK3CA
ANGPT2,STAT5B
ANGPT2,FES
DBF4,MCM2
DBF4,MCM3
DBF4,MCM7
DBF4,PRIM1
DBF4,POLA1
DBF4,PRIM2
DBF4,POLE3
DBF4,POLE4
MAP2K1,MAPK1
MAP2K1,MAPK3
MAP2K1,RAF1
MAP2K1,NRAS
MAP2K1,MAP2K2
MAP2K1,MAPK14
MAP2K1,PIK3CA
MAP2K1,MAP3K1
MAP2K1,STAT3
MAP2K1,PEBP1
MAP2K1,PAK1
MAP2K1,MAP3K8
MAP2K1,SHC1
MAP2K1,RAC1
MAP2K1,YWHAE
MAP2K1,PLA2G4A
MAP2K1,YWHAZ
MAP2K1,PRKCD
MAP2K1,NTN1
MAP2K1,SHH
MAP2K1,FOXM1
MAP2K1,NRG1
MAP2K1,MAP2K4
MAP2K1,PPP2R1A
MAP2K1,YWHAG
MAP2K1,MARK3
MAP2K1,YWHAQ
MAP2K1,PPP2R2B
MAP2K1,YWHAH
MAP2K1,SFN
MAP2K1,RUSC1
COL4A2,ITGB1
COL4A2,ITGB3
COL4A2,ITGAV
COL4A2,ITGB5
COL4A2,ITGA1
COL4A2,ITGA2
COL4A2,SDC1
COL4A2,CRTAP
COL4A2,PPIB
COL4A2,F12
TRADD,TRAF1
TRADD,SMPD1
TRADD,TNIK
TRADD,MAP4K2
TRADD,MAP4K4
TRADD,MAP4K5
TRADD,NRK
TRADD,MAP4K3
TRADD,SMPD3
ATG10,ATG12
PXN,RAC1
PXN,RAP1B
PXN,RET
PXN,SDC4
PXN,RGS1
CDC23,CDC26
CDC23,UBE2S
CDC23,MAD2L1
CDC23,PSMD6
CDC23,PLK1
CDC23,CDC6
CDC23,CDK2
CDC23,PTTG1
CDC23,UBE2D1
CDC23,PSMA1
CDC23,PSMC2
CDC23,PSMD1
CDC23,UBE2E1
CDC23,PSMD4
CDC23,PSME3
CDC23,PSMC6
CDC23,PSMD10
CDC23,PSMA2
CDC23,CDKN1A
CDC23,PSMD14
CDC23,PSMC1
CDC23,PSMA4
CDC23,UBC
CDC23,PSMC3
CDC23,EHMT1
CDC23,CDKN1B
CDC23,PSMC4
CDC23,EHMT2
CDC23,PSME4
CDC23,PSMA5
CDC23,RPS27A
CDC23,UBB
CDC23,PSMD3
CDC23,PSMB7
CDC23,PSMB2
CDC23,PSMD8
CDC23,PSMB6
CDC23,PSMD7
CDC23,PSME2
CDC23,PSMD5
CDC23,PSME1
CDC23,PSMB11
CDC23,PSMB8
CDC23,PSMB9
CDC23,PSMA8
MCM10,POLA1
MCM10,PRIM1
MCM10,PRIM2
MCM10,POLE3
MCM10,POLE4
RPL13A,RPS11
RPL13A,RPL6
RPL13A,RPS3
RPL13A,RPL18A
RPL13A,RPS13
RPL13A,RPL24
RPL13A,RPL4
RPL13A,RPS15A
RPL13A,RPL26
RPL13A,RPL28
RPL13A,RPS4X
RPL13A,RPS28
RPL13A,RPS27A
RPL13A,RPL35
RPL13A,RPL8
RPL13A,RPL23
RPL13A,RPS24
RPL13A,RPL36A
RPL13A,RPS29
RPL13A,RPL32
RPL13A,RPS14
RPL13A,RPL15
RPL13A,RPS21
RPL13A,RPS12
RPL13A,RPL14
RPL13A,RPLP0
RPL13A,RPS8
RPL13A,RPS10
RPL13A,RPL18
RPL13A,RPS25
RPL13A,RPL5
RPL13A,RPS18
RPL13A,RPS5
RPL13A,RPS19
RPL13A,RPS2
RPL13A,EIF2S3
RPL13A,EIF2S2
RPL13A,SPCS1
RPL13A,SEC11A
RPL13A,SEC11C
RPL13A,SPCS3
CBL,SPRY2
CBL,ZAP70
CBL,EGFR
CBL,SYK
CBL,SH3KBP1
CBL,LYN
CBL,LCK
CBL,SPRY1
CBL,HCK
CBL,PLCG1
CBL,FGR
CBL,EPHA2
CBL,SLA2
CBL,IRS1
CBL,PIK3R2
CBL,SPRY4
CBL,PIK3R3
CBL,EGF
CBL,ITSN1
CBL,UBE2M
CBL,JAK2
CBL,LRIG1
CBL,CD3G
CBL,SH3GL2
CBL,EPS15
CBL,CSF1
CBL,CD247
CBL,PIK3CA
CBL,CD3D
CBL,EPHA1
CBL,JAK1
CBL,EPOR
CBL,PIK3CB
CBL,DNM2
CBL,HGF
CBL,PTK6
CBL,HSP90AA1
CBL,JAK3
CBL,VAV3
CBL,EPO
CBL,VEGFA
CBL,SOCS3
CBL,PTPRK
CBL,RHOQ
CBL,CD4
CBL,IFNG
CBL,PIK3CD
CBL,PTPN3
CBL,IL4
CBL,ERBB2
CBL,RAP1B
CBL,FCER1G
CBL,RAP1A
CBL,IL2RB
CBL,IFNGR1
CBL,FCER1A
CBL,IL2RG
CBL,MYOF
CBL,HLA-DRA
CBL,MS4A2
MRPS18A,MRPL16
MRPS18A,MRPL32
MRPS18A,MRPL4
MRPS18A,MRPL41
MRPS18A,MRPL40
MRPS18A,MRPL35
MRPS18A,MRPL50
MRPS18A,MRPL19
MRPS18A,MRPL13
MRPS18A,MRPL3
MRPS18A,MRPL38
MRPS18A,MRPL54
MRPS18A,MRPL46
MRPS18A,MRPL33
MRPS18A,MRPL49
MRPS18A,MRPL9
MRPS18A,MRPL34
MRPS18A,MRPL30
MRPS18A,MRPL52
MRPS18A,MRPL53
MRPS18A,MRPL48
MRPS18A,MRPL18
MRPS18A,MRPL39
MRPS18A,MRPL24
MRPS18A,MRPL51
MRPS18A,MRPL1
MRPS18A,GADD45GIP1
MRPS18A,MRPL57
MRPS18A,MRPL10
MRPS18A,MRPL55
MRPS18A,MRPL12
MRPS18A,OXA1L
NUP153,NUTF2
NUP153,NXF1
NUP153,XPO1
NUP153,RANBP2
NUP153,XPOT
NUP153,UBE2I
NUP153,SUMO3
NUP153,FIP1L1
NUP153,IPO8
NUP153,GEMIN8
NUP153,SRRM1
NUP153,SRSF3
NUP153,SMAD4
NUP153,AGO2
NUP153,POLDIP3
NUP153,HNRNPC
NUP153,SARNP
NUP153,SNUPN
NUP153,GEMIN5
NUP153,SRSF1
NUP153,SLBP
NUP153,RBM8A
NUP153,CPSF3
NUP153,THOC5
NUP153,SRSF6
NUP153,SRSF5
NUP153,CPSF2
NUP153,GEMIN7
NUP153,SRSF11
NUP153,THOC3
NUP153,CPSF4
NUP153,SRSF4
NUP153,PHAX
NUP153,EIF4E
NUP153,SP100
NUP153,GEMIN4
NUP153,WDR33
NUP153,SRSF9
NUP153,TOP2A
NUP153,PML
NUP153,SNRPD1
NUP153,SYMPK
NUP153,ZC3H11A
NUP153,SNRPD2
NUP153,SNRPB
NUP153,THOC7
NUP153,THOC6
NUP153,SNRPG
NUP153,SNRPD3
NUP153,U2AF1L4
STAT5B,TYK2
STAT5B,SYK
STAT5B,ZMYM2
ANK1,ITPR3
RAF1,RAP1A
RAF1,YWHAZ
RAF1,YWHAE
RAF1,RAP1B
RAF1,RRAS
RAF1,YWHAH
RAF1,YWHAQ
RAF1,SHOC2
RAF1,RRAS2
RAF1,YWHAG
RAF1,SFN
RAF1,RASA1
RAF1,SCNN1B
RAF1,KIAA1549
RAF1,TRIM24
RAF1,FAM131B
RAF1,RELA
RAF1,SND1
RAF1,UBC
RAF1,RPS27A
RAF1,UBB
RAF1,SCNN1G
RAF1,PAPSS1
RAF1,SCNN1D
RAF1,SCNN1A
RAF1,AGK
CIAO1,NUBP1
CIAO1,NUBP2
CIAO1,RTEL1
IL6R,STAT3
IL6R,IL6ST
IL6R,SOCS3
IL6R,JAK1
IL6R,JAK2
IL6R,STAT1
IL6R,JAK3
IL6R,MAPK3
IL6R,MAPK1
IL6R,PIAS3
IL6R,SHC1
IL6R,VAV1
IL6R,PTPRE
IL6R,PIAS1
IL6R,MAP2K2
IL6R,MITF
RRM2B,TP53
RRM2B,GLRX
CDC25A,CDK2
CDC25A,PLK1
CDC25A,CDK6
CDC25A,PSMD8
CDC25A,CDK5R1
CDC25A,PSMC1
CDC25A,PSME4
CDC25A,PSMD10
CDC25A,PSMD14
CDC25A,PSMD5
CDC25A,PSMA2
CDC25A,PSME3
CDC25A,PSMD7
CDC25A,PSMD3
CDC25A,PSMD1
CDC25A,PSMB2
CDC25A,PSMA5
CDC25A,PSMC3
CDC25A,PSME2
CDC25A,PSMC2
CDC25A,PSMC4
CDC25A,PSMA1
CDC25A,PSMC6
CDC25A,PSMF1
CDC25A,PSMA4
CDC25A,PSMD6
CDC25A,PSMB6
CDC25A,PSMB9
CDC25A,PSME1
CDC25A,PSMD4
CDC25A,PSMB7
CDC25A,PSMB11
CDC25A,PSMB8
CDC25A,PSMA8
ITGB4,LAMB3
ITGB4,LAMA3
ITGB4,LAMC2
ITGB4,LAMA4
ITGB4,LAMA5
ITGB4,PRKCA
ITGB4,LAMA1
ITGB4,LAMB1
ITGB4,LAMC1
ITGB4,LAMA2
ITGB4,LAMB2
ITGB4,PIK3CA
PIK3C3,PIK3R4
PIK3C3,ULK1
PIK3C3,RB1CC1
PIK3C3,PIKFYVE
PIK3C3,GABARAPL2
PIK3C3,GABARAP
PIK3C3,MAP1LC3A
PIK3C3,MAP1LC3B
PIK3C3,SACM1L
PIK3C3,PTEN
PIK3C3,MAP1LC3C
PIK3C3,PRKAG3
PIK3C3,PRKAA2
PIK3C3,PRKAA1
PIK3C3,PRKAG2
PIK3C3,PRKAB1
RPL15,RPS12
RPL15,RPL32
RPL15,RPS25
RPL15,RPS14
RPL15,RPL5
RPL15,RPS21
RPL15,RPS10
RPL15,RPL18
RPL15,RPL26
RPL15,RPLP0
RPL15,RPS8
RPL15,RPL23
RPL15,RPS27A
RPL15,RPL35
RPL15,RPL8
RPL15,RPS15A
RPL15,RPS13
RPL15,RPS24
RPL15,RPL4
RPL15,RPL36A
RPL15,RPL6
RPL15,RPS5
RPL15,RPS11
RPL15,RPS2
RPL15,RPS19
RPL15,RPS18
RPL15,RPS4X
RPL15,RPS28
RPL15,RPS3
RPL15,RPL18A
RPL15,RPL24
RPL15,RPS29
RPL15,RPL28
RPL15,EIF2S3
RPL15,EIF2S2
RPL15,SPCS1
RPL15,SEC11A
RPL15,SEC11C
RPL15,SPCS3
PTCD3,GADD45GIP1
PTCD3,MRPL53
PTCD3,MRPL57
PTCD3,MRPL3
PTCD3,MRPL19
PTCD3,MRPL32
PTCD3,MRPL16
PTCD3,MRPL48
PTCD3,MRPL40
PTCD3,MRPL49
PTCD3,MRPL4
PTCD3,MRPL24
PTCD3,MRPL46
PTCD3,MRPL13
PTCD3,MRPL50
PTCD3,MRPL18
PTCD3,MRPL30
PTCD3,MRPL51
PTCD3,MRPL35
PTCD3,MRPL9
PTCD3,MRPL41
PTCD3,MRPL34
PTCD3,MRPL54
PTCD3,MRPL10
PTCD3,MRPL33
PTCD3,MRPL39
PTCD3,MRPL55
PTCD3,MRPL52
PTCD3,MRPL12
PTCD3,OXA1L
PTCD3,MRPL1
NUP205,RANBP2
NUP205,NXF1
NUP205,UBE2I
NUP205,XPOT
NUP205,GEMIN8
NUP205,IPO8
NUP205,TOP2A
NUP205,SRRM1
NUP205,SRSF1
NUP205,SNRPD1
NUP205,CPSF3
NUP205,THOC7
NUP205,CPSF4
NUP205,SNRPB
NUP205,SUMO3
NUP205,SNRPG
NUP205,SLBP
NUP205,GEMIN4
NUP205,SRSF9
NUP205,PML
NUP205,SNRPD3
NUP205,HNRNPC
NUP205,GEMIN5
NUP205,THOC6
NUP205,CPSF2
NUP205,SRSF3
NUP205,SNRPD2
NUP205,SRSF4
NUP205,WDR33
NUP205,THOC3
NUP205,RBM8A
NUP205,THOC5
NUP205,SRSF6
NUP205,GEMIN7
NUP205,SRSF5
NUP205,PHAX
NUP205,SARNP
NUP205,EIF4E
NUP205,AGO2
NUP205,POLDIP3
NUP205,FIP1L1
NUP205,U2AF1L4
NUP205,SYMPK
NUP205,SP100
NUP205,SRSF11
NUP205,SNUPN
NUP205,GCKR
NUP205,ZC3H11A
MPHOSPH6,RCL1
MPHOSPH6,NOL11
MPHOSPH6,IMP3
MPHOSPH6,RPS14
MPHOSPH6,WDR43
MPHOSPH6,IMP4
MPHOSPH6,RRP7A
MPHOSPH6,DDX49
MPHOSPH6,NOP56
MPHOSPH6,MPHOSPH10
MPHOSPH6,NOC4L
MPHOSPH6,PWP2
MPHOSPH6,NOP14
MPHOSPH6,RPS2
MPHOSPH6,TEX10
MPHOSPH6,SENP3
MPHOSPH6,DDX47
MPHOSPH6,RRP36
MPHOSPH6,DHX37
MPHOSPH6,UTP14A
NCOA1,RXRA
NCOA1,NR1H4
NCOA1,NR1H3
NCOA1,PPARA
NCOA1,RARA
NCOA1,NCOR1
NCOA1,VDR
NCOA1,NCOA6
NCOA1,PGR
NCOA1,RXRB
NCOA1,CYP7A1
NCOA1,SMARCD3
NCOA1,TFF1
NCOA1,TGS1
NCOA1,TBL1X
NCOA1,UBE2I
NCOA1,SMAD4
NCOA1,TBL1XR1
NCOA1,TGFA
CCNH,CDK7
CCNH,GTF2H3
CCNH,MNAT1
CCNH,GTF2H2
CCNH,CDK2
CCNH,CDK6
CCNH,GTF2E1
CCNH,CDKN1A
CCNH,CDKN1B
CCNH,RARA
CCNH,POLR2B
CCNH,XRCC1
CCNH,POLR2F
CCNH,GTF2A2
CCNH,GTF2F1
CCNH,CTDP1
CCNH,TAF4
CCNH,TAF12
CCNH,TAF13
CCNH,TAF4B
CCNH,POLR2L
CCNH,POLR2E
CCNH,LMO2
CCNH,LMO1
CCNH,TAF7
CCNH,RARG
CCNH,TAF10
CCNH,POLR2H
CCNH,POLR2K
CCNH,LIG3
CCNH,ELL
CCNH,GTF2A1
CCNH,GATA2
CCNH,UBC
CCNH,POLR2C
CCNH,POLR2D
CCNH,TAF3
CCNH,TAF15
CCNH,GATA3
CCNH,UBB
CCNH,TAF2
CCNH,TAL1
CCNH,RPS27A
CCNH,RUNX1
CCNH,TCF3
CCNH,LDB1
CCND3,CDKN1B
CCND3,CDKN1A
CCND3,CDKN2C
CCND3,RBL2
CCND3,RBL1
CCND3,E2F4
CCND3,CDK7
CCND3,CDKN2D
CCND3,CDKN2B
CCND3,CDC14A
CCND3,CDC14B
CCND3,PCNA
CCND3,SUV39H1
CCND3,MNAT1
CDK2,CDKN1A
CDK2,CDKN1B
CDK2,TP53
CDK2,CDKN1C
CDK2,MCM2
CDK2,CDT1
CDK2,MCM3
CDK2,SPDYA
CDK2,ORC2
CDK2,FOXM1
CDK2,E2F1
CDK2,MCM7
CDK2,CUL1
CDK2,SKP1
CDK2,MYBL2
CDK2,E2F3
CDK2,FOXO1
CDK2,WEE1
CDK2,POLA1
CDK2,CDK7
CDK2,ORC6
CDK2,PRIM1
CDK2,TP73
CDK2,MNAT1
CDK2,MCM8
CDK2,SMAD4
CDK2,ORC3
CDK2,PSMC6
CDK2,MAPK1
CDK2,MAPK3
CDK2,PSMC4
CDK2,RRN3
CDK2,PSMD14
CDK2,UBE2D1
CDK2,PSMD6
CDK2,PSMD7
CDK2,PSMD1
CDK2,ORC4
CDK2,PSMD10
CDK2,PRIM2
CDK2,PSMC3
CDK2,PSMD8
CDK2,FOXO3
CDK2,UBC
CDK2,PSMD3
CDK2,PSMD5
CDK2,PSMA1
CDK2,UBE2E1
CDK2,PSMB6
CDK2,PSME3
CDK2,PSMB9
CDK2,RPS27A
CDK2,UBB
CDK2,PSMB2
CDK2,PSMA2
CDK2,PSMA5
CDK2,PSMD4
CDK2,PSMB8
CDK2,POLE3
CDK2,POLE4
CDK2,PSMC2
CDK2,PSMC1
CDK2,PSMA4
CDK2,PSMB7
CDK2,PSME2
CDK2,PSME1
CDK2,PSMF1
HSP90AA1,STUB1
HSP90AA1,PIWIL4
HSP90AA1,PIWIL2
HSP90AA1,MAPK1
HSP90AA1,VEGFA
HSP90AA1,MAPK3
HSP90AA1,PLK1
HSP90AA1,KRAS
HSP90AA1,NRAS
HSP90AA1,TDRD1
HSP90AA1,SGK1
HSP90AA1,UBE3A
HSP90AA1,ROCK1
HSP90AA1,ROCK2
HSP90AA1,PTK2B
HSP90AA1,PRKACA
HSP90AA1,MLKL
HSP90AA1,TDRD9
HSP90AA1,RAC1
HSP90AA1,NRG1
HSP90AA1,MOV10L1
HSP90AA1,VTN
HSP90AA1,ITGAV
HSP90AA1,ASZ1
HSP90AA1,NRG2
HSP90AA1,RAB8A
HSP90AA1,ITGB3
HSP90AA1,DDX4
HSP90AA1,PIF1
HSP90AA1,TDRD12
HSP90AA1,MAEL
HSP90AA1,TDRKH
HSP90AA1,NRG4
BAIAP2,WASF2
BAIAP2,RAC1
BAIAP2,RAC2
BAIAP2,RAC3
BAIAP2,BRK1
BAIAP2,DIAPH3
BAIAP2,MAPK3
BAIAP2,MAPK1
PIK3CA,PTEN
PIK3CA,RET
PIK3CA,RRAS
PIK3CA,RAC1
PIK3CA,PRKCD
PIK3CA,RAC2
PIK3CA,STAT3
PIK3CA,RRAS2
PIK3CA,PLCG1
PIK3CA,SHC1
PIK3CA,PIP5K1A
PIK3CA,YWHAZ
PIK3CA,RAP1B
PIK3CA,PIP5K1B
PIK3CA,SYK
PIK3CA,PLCG2
PIK3CA,PRKCZ
PIK3CA,PTPN1
PIK3CA,PIP5K1C
PIK3CA,RELA
PIK3CA,RAP1A
PIK3CA,PTPN6
PIK3CA,PIP4K2B
PIK3CA,TYK2
PIK3CA,VEGFC
PIK3CA,PRKCQ
PIK3CA,VCL
PIK3CA,VAV1
PIK3CA,VAV3
PIK3CA,SP1
PIK3CA,SMPD1
PIK3CA,VAV2
PIK3CA,SGMS1
PIK3CA,THPO
PIK3CA,UNC5B
PIK3CA,UGCG
PSMD6,UBC
PSMD6,UBB
PSMD6,PRICKLE1
PSMD6,RPS27A
PSMD6,TP53
PSMD6,SKP1
PSMD6,RBX1
PSMD6,UBE2E1
PSMD6,UBE2D1
PSMD6,TNKS
PSMD6,TNKS2
PSMD6,ODC1
PSMD6,GMNN
PSMD6,WWP1
PSMD6,FBXO5
PSMD6,PTTG1
PSMD6,SMURF2
PSMD6,PTEN
PSMD6,OAZ3
PSMD6,TNFRSF12A
PSMD6,OAZ1
PSMD6,SPOP
PSMD6,RNF146
PSMD6,OAZ2
PSMD6,TP73
PSMD6,TNFRSF1B
PSMD6,RUNX3
PSMD6,ZSWIM8
PSMD6,TNFSF12
PSMD6,TNFRSF13C
PSMD6,RELA
PSMD6,REL
PSMD6,VHL
PSMD6,RELB
PSMD6,TNFSF13B
PSMD6,GTSE1
PSMD6,TNFRSF11A
PSMD6,TNFSF14
PSMD6,SPRED1
TLR3,UBE2D1
TLR3,UBE2D2
TLR3,UBE2D3
TLR3,UBC
TLR3,UBB
EGFR,GRB2
EGFR,EREG
EGFR,STAT3
EGFR,KRAS
EGFR,HRAS
EGFR,SHC1
EGFR,TGFA
EGFR,PLCG1
EGFR,NRG1
EGFR,HBEGF
EGFR,PTPN1
EGFR,EPS15
EGFR,GAB1
EGFR,LRIG1
EGFR,STAT1
EGFR,EPS8
EGFR,NRAS
EGFR,USP8
EGFR,VEGFA
EGFR,SPRY2
EGFR,NRG2
EGFR,HCK
EGFR,ERBB2
EGFR,PTPRK
EGFR,SH3KBP1
EGFR,ITGB1
EGFR,JAK1
EGFR,HGS
EGFR,MAPK1
EGFR,JUP
EGFR,PLCG2
EGFR,PTPN2
EGFR,PTPN3
EGFR,PRKCA
EGFR,RAB5A
EGFR,SLC9A1
EGFR,EPN1
EGFR,SH3GL2
EGFR,PIK3CB
EGFR,LYN
EGFR,PLAUR
EGFR,FGR
EGFR,SPRY1
EGFR,PLAU
EGFR,RAC1
EGFR,MAPK3
EGFR,ITGA6
EGFR,PRKCB
EGFR,KITLG
EGFR,USP6NL
EGFR,PIK3R3
EGFR,STAMBP
EGFR,PAG1
EGFR,PPP2R2A
EGFR,SHC3
EGFR,LPAR1
EGFR,ITGA3
EGFR,HGF
EGFR,FGF2
EGFR,ZFYVE28
EGFR,PPP2R1A
EGFR,SHC2
EGFR,SHC4
EGFR,JAK2
EGFR,LCK
EGFR,PIK3R2
EGFR,LPAR3
EGFR,LPAR2
EGFR,SYNJ1
EGFR,ITGA1
EGFR,UBE2D1
EGFR,UBE2D2
EGFR,UBE2D3
EGFR,IPCEF1
EGFR,SOS2
HRAS,RALGDS
HRAS,MLLT4
HRAS,PIK3CG
HRAS,RASA1
HRAS,KRAS
HRAS,NRAS
HRAS,SOS2
HRAS,PIK3CB
HRAS,RASGRP1
HRAS,MAP2K2
HRAS,MAPK3
HRAS,RASSF5
HRAS,MAPK1
HRAS,JAK2
HRAS,RET
HRAS,PIK3CD
HRAS,RASGRF1
HRAS,TIAM1
HRAS,SPRY2
HRAS,VAV1
HRAS,RAPGEF2
HRAS,KSR1
HRAS,PDGFB
HRAS,PDGFRA
HRAS,RASGRP4
HRAS,RASSF1
HRAS,RIN1
HRAS,IL3
HRAS,JAK3
HRAS,IRS1
HRAS,LCK
HRAS,ITGA6
HRAS,RASGRP3
HRAS,MAP3K1
HRAS,JAK1
HRAS,PLCE1
HRAS,SYNGAP1
HRAS,LYN
HRAS,PAK1
HRAS,NGF
HRAS,RGL1
HRAS,RASGRF2
HRAS,RASA3
HRAS,NTRK3
HRAS,SOCS3
HRAS,PAK2
HRAS,SOCS1
HRAS,YWHAZ
HRAS,PRKCD
HRAS,RAC1
HRAS,RGL2
HRAS,NRG1
HRAS,RASA4
HRAS,KITLG
HRAS,NCK1
HRAS,SPRY1
HRAS,RALBP1
HRAS,UBC
HRAS,YWHAQ
HRAS,PRKCA
HRAS,PRKCE
HRAS,YWHAE
HRAS,RASAL1
HRAS,PRKCQ
HRAS,KIAA1549
HRAS,IRS2
HRAS,PAK3
HRAS,YWHAG
HRAS,UBB
HRAS,RIN2
HRAS,PRKCH
HRAS,SFN
HRAS,NCAM1
HRAS,MAP3K11
HRAS,YWHAH
HRAS,PRKCB
HRAS,SPRY4
HRAS,RASAL2
HRAS,PIM1
HRAS,NGFR
HRAS,PIK3C2G
HRAS,FAM131B
HRAS,SND1
HRAS,ITGB3
HRAS,SPHK1
HRAS,NRG2
HRAS,IL2RA
HRAS,TRIM24
HRAS,IL2RG
HRAS,IL5
HRAS,NTF3
HRAS,SPTA1
HRAS,SHC2
HRAS,INPP5D
HRAS,RASAL3
HRAS,PPP5C
HRAS,MAPK9
HRAS,PTPRA
HRAS,PRKCG
HRAS,NEFL
HRAS,RALB
HRAS,IL2RB
HRAS,RASGEF1A
HRAS,IL3RA
HRAS,SPTBN1
HRAS,RPS27A
HRAS,MAPK10
HRAS,SPTAN1
HRAS,SDC2
HRAS,SPTBN5
HRAS,SPTBN2
HRAS,PAPSS1
HRAS,PIK3R6
HRAS,NRG4
HRAS,RANBP9
HRAS,SPTBN4
HRAS,SPTB
HRAS,AGK
HRAS,NRTN
HRAS,PSPN
HRAS,KLB
HRAS,PAQR5
CCNT1,ELL3
CCNT1,MLLT3
CCNT1,MLLT1
CCNT1,ELL2
CCNT1,GTF2F1
CCNT1,ELL
CCNT1,NELFE
CCNT1,CTDP1
CCNT1,POLR2F
CCNT1,SSU72
CCNT1,PCF11
CCNT1,NCBP1
CCNT1,POLR2B
CCNT1,NCBP2
CCNT1,INTS10
CCNT1,INTS7
CCNT1,EAF1
CCNT1,INTS1
CCNT1,INTS3
CCNT1,ICE2
CCNT1,INTS8
CCNT1,INTS12
CCNT1,ICE1
CCNT1,NELFCD
CCNT1,INTS2
CCNT1,POLR2C
CCNT1,EAF2
CCNT1,POLR2E
CCNT1,POLR2H
CCNT1,ZC3H8
CCNT1,POLR2L
CCNT1,POLR2K
CCNT1,NABP1
CCNT1,SMAD4
CCNT1,POLR2D
RRAGC,TSC1
IL2RA,IL2RB
IL2RA,IL2RG
IL2RA,JAK3
IL2RA,STAT3
IL2RA,IL5
IL2RA,JAK1
IL2RA,LCK
IL2RA,IL3
IL2RA,STAT1
IL2RA,JAK2
IL2RA,SOCS1
IL2RA,SOCS3
IL2RA,SHC1
IL2RA,IKZF3
IL2RA,IL4
IL2RA,KRAS
IL2RA,MAPK14
IL2RA,MAPK9
IL2RA,MAP2K2
IL2RA,NRAS
IL2RA,IRS1
IL2RA,PRKCE
IL2RA,MAPK11
IL2RA,UGCG
IL2RA,SGMS1
IL2RA,SMPD1
IL2RA,PRKCZ
EXOSC5,IMP4
EXOSC5,IMP3
EXOSC5,PWP2
EXOSC5,NOC4L
EXOSC5,RCL1
EXOSC5,RRP7A
EXOSC5,NOP56
EXOSC5,WDR43
EXOSC5,UTP14A
EXOSC5,NOL11
EXOSC5,DDX49
EXOSC5,DDX47
EXOSC5,FCF1
EXOSC5,NOP14
EXOSC5,MPHOSPH10
EXOSC5,DHX37
EXOSC5,RPS14
EXOSC5,RPS2
EXOSC5,RRP36
GTF2H3,MNAT1
GTF2H3,POLR2F
GTF2H3,POLR2L
GTF2H3,POLR2E
GTF2H3,POLR2K
GTF2H3,POLR2B
GTF2H3,POLR2D
GTF2H3,POLR2C
GTF2H3,POLR2H
GTF2H3,TAF2
GTF2H3,TAF10
GTF2H3,XRCC1
GTF2H3,TAF12
GTF2H3,RPS27A
GTF2H3,UBC
GTF2H3,TAF4
GTF2H3,TAF4B
GTF2H3,UBB
GTF2H3,LIG3
GTF2H3,TAF13
GTF2H3,TAF7
GTF2H3,TAF15
GTF2H3,TAF3
GTF2H3,RNF111
GTF2H3,TAF9
BECN1,UVRAG
BECN1,ULK1
BECN1,MAP1LC3B
BECN1,MAP1LC3A
BECN1,GABARAPL2
BECN1,RB1CC1
BECN1,GABARAP
BECN1,PINK1
BECN1,VMP1
BECN1,DAPK1
BECN1,NRBF2
BECN1,HMGB1
BECN1,MAP1LC3C
BECN1,ULK2
BECN1,PRKAA2
BECN1,PRKAA1
BECN1,ITPR1
BECN1,PRKAB1
BECN1,PRKAG2
BECN1,PRKAG3
ATP6V1D,LAMTOR1
SMARCA2,COPRS
FLT4,VEGFC
FLT4,VEGFA
FLT4,GRB2
FLT4,SHC1
FLT4,PLCG1
FLT4,NOTCH4
FLT4,VEGFB
FLT4,PDGFB
FLT4,MAP2K4
PIGS,PLAUR
GPAA1,PLAUR
PLAUR,PLG
PLAUR,SERPINE1
PLAUR,SERPINB2
PLAUR,VLDLR
PLAUR,HRG
PAFAH1B1,RELN
